boli,simptome
Glaucomul indus medicamentos,"""glaucom, steroid, unghi, închis"""
Glaucomul pediatric,"""lăcrimare, Fotofobie, sensibilitate, spasm, pleoapă, modificare, al, cornee, edem, cornean, umflat, încețoșat, ruptură, membrană, dens, stromă, ochi, anomalie, iris, glaucom, juvenil, acuitate, vizual, Nistagmune"""
Glioblastom,"""defici, neurologic, Pareza, durere, de, cap, dispoziție, Afazie, tulburare, limbaj, vărsătură, exploziv, senzație, greață, sindrom, hipertensiune, intracranian, edem, papilar, Criză, epileptic, focal, focar, membră"""
Glomerulonefrita,"""durere, lombar, febră, Astenie, Inapetență, greață, urină, Proteinurie, ureni, membră, abdomen, hipertensiune, arterial, uree, creatinină, sangvin, azotemie, erupție, cutanat, articular, problemă, respiratoriu, renal, sensibilitată, vascular, rănire, oboseală, cronică, vărsătură, senzație, de, Spasmă, muscular, Crampă, Criză, convulsiv, comă"""
Glomerulonefrita acută poststreptococică,"""macroscopică, urină, Proteinurie, membră, inferior, hipertensiune, arterial, encefalopatie, hipertensiv, tulburare, de, constiință, insuficiență, renal, cardiac, HTA, hipervolemie, greața, Fatigabilitate, anemie"""
Glomerulonefrita cu IgA,"""macroscopic, infecție, de, tract, durere, lombar, hipertensiune, arterial, Hematurie, microscopic, Proteinurie, boală, cronică, rinichi, Fatigabilitate, Crampă, muscular, tulburare, concentrare, somn, greață, vărsătură"""
Glomerulonefrita difuz proliferativa,"""hipertensiune, arterial, Proteinurie, creatinină, seric, uremie, greață, vărsătură, oboseală, erupție, cutanat, ulcer, oral, durere, articulare, Artrita, inflamație, articulație, membrană, seros, tulburare, neurologic, hematologic, sindrom, Goodpasture, Dispnee, cu, sânge, sinusure, paranazal, mucoasă, nazal, Deformare, Otită, flanc, nefropatie, IgA, psihoză, Artrită, noneroziv, boală, pauci-imună, Consolidare, pulmonar, hemoragie, glomerulonefrită, poststreptococic, creatinina"""
Glomerulonefrita infectioasa nonstreptococica,"""hematurie, izola, proteinurie, sindro, nefrotic, nefritic, insuficiență, renal, ace, cronic, hipertensiune, febra, durere, abdominal, abces, visceral, toracic, lombar, piurie"""
Glomerulonefrita membranoasă,"""Proteinurie, proteină, urină, sânge, albumină, umflăt, membru, superior, ureni, oboseală, edem, arterial, creatinină"""
Glomerulonefrita rapid progresivă,"""Slăbiciune, oboseală, durere, articulare, intoleranță, digestiv, greață, vărsătură, inapetență, expectorație, hemoragic, sindrom, Goodpasture, sânge, Simptomatologie, pseudoinfecțios, afectare, pulmonar"""
Glomerulopatia cu leziuni minime,"""edem, masiv, hipoalbuminemie, hiperlipidemi, proteinurie, sever, hematurie, sindro, nefrotic"""
Glomeruloscleroza focală segmentară,"""Edemă, preorbitar, membru, inferior, urină, proteină, greață, insuficiență, renal, vărsătură, Sângerare, de, tip, proteinurie, hipertensiune, arterial, Proteinurie, hialin, anomalie, urinar, creatinină"""
Glosita migratorie benigna,"""limbă, Papilă, filiform, inflamație, de, atopie, rinită"""
Glosita romboidă,"""papilă, filiform, limbi, arsură, gură, xerostomie, denivelare, colorație, cianotic"""
Glosodinia - stomatodinia,"""senzație, de, arsură, limbă, mucoasă, macroglosie, Afectare, motilitate, Parestezie, furnicăt, mâncărime, râu, tulburare, al, hiposalivație, hipersalivație, deglutiție, cavitate, bucal, senzitivitate, Iritabilita, oboseală, durere, cap, difuza, somn, profund, senzitivă, buză, gingie, Criză, parestezic"""
Glosofobia - Teama de a vorbi în public,"""de, a, respira, tahicardia, durere, transpirație, abundent, amețeală, tremurături, greață, stomac, cap, panică, anxietate, senzație"""
Glucagonomul,"""erite, migrator, necrolitic, erupție, cutanat, anular, picior, antebrață, intoleranță, glucoză, diabet, zahara, tromboză, venos, profundă, bulă, leziune, pruriginos, mâncărime, intens, dureros, cutana, inflamație, Cheilita, colture, gură, mucoasă, bucal, Balanopostita, penis, Distrofie, unghi, său, păr, hormon, ACTH, polipeptid, pancreatic, gastrină, serotonină, VIP, MSH, insuficiență, cardiac, acut, Cardiomiopatie, dilatativ, hipoglicemie, hiperinsulinemie, GLP-1, GLP-2, Constipație, anomalie, structural, intestin, subțire, depresie, Insomnie, Nervozita, Migrena, Parestezie, Bradilalie, vorbire, letargi, demență, aminoacid, sânge"""
Gnatostomiaza,"""piele, eritematos, durere, leziune, cutanat, pustulă, larvă, abdominal, retroperitoneal, meningită, sânge, urină, spate, Anorexie, Colecistită, ace, apendicită, ulcer, gastric, pleuritica, expectorație, Efuzie, pleural, inflamație, col, uterin, Vaginita, vagin, Balanita, gland, penian, afectare, nerv, optic, Hemoragie, introculara, iris, globu, ocular, Slăbire, auz, slăbiciune"""
Gonartroza (artroza genunchiului),"""durere, genunchi, regiune, Crepitație, articular, șoc, rotulian, hidartroză"""
Gonococcemia,"""durere, articulare, leziune, cutanat, maculo-papular, veziculo-pustuloate, acral, necrotic, Slăbiciune"""
Gonoree,"""Disurie, dificultate/durere, eritem, durere, anorectala, pruri, Teneasmă, rectal, senzație, de, defecare, scurgere, infecție, vaginală, galben, Sângerare, cervical, sângerare, menstruală, endometrită, abdominal, jos, Dispareunie, salpingită, salpingita/infecție, proteină, C, greață, peritonită, pelvină, vărsătură, sensibilitate, posterior, inflamație, glandă, Bartholin, articular, diseminat, leziune, tegumentare, papular, hemoragic, necrotic, afectare, articulație, degetă, gleznă, lichid, sinovial, purulent, artrită, septic, Sufl, cardiac, endocardită, fenomen, embolic, Deteriorare, funcție, renal, tegumentar"""
Tromboza venoasa profunda,"""edem, unilateral, membru, inferior, durere, sensibilitate, mușchi, gambă, venă, profunde, medial, picior, Proeminenta, superficial, venos, febră, Tumefiere, Phlegmasie, alb"""
Tromboza venoasă profundă (TVP) la gravidă,"""membru, inferior, stâng"""
Tromboze venoase si arteriale la copil,"""durere, tromboză, profundă, tromboza, venos, Dispnee, trombembolism, pulmonar, pleuritic, trombembolis, febră, hipotensiune, arterial, insuficiență, cardiac, drept, venoasă, cerebral, cerebrala, vărsătură, focar, neurologic, edem, papilar, disfuncție, nerv, abducens, de, venă, renal, Trombocitopenie, hipertensiune, Proteinurie, boală, periferic, Extremitate, accident, vascular, Decompensare, respiratoriu, ȚEP"""
Trosnirea degetelor,"""articulație, degetu"""
Trunchiul arterial comun,"""dezvoltare, întârzia, insuficiență, cardiace, infecție, respirator, recurent, avepulmona, atrezie, stenoză, de, arteră, pulmonar"""
Tuberculoza cutanată,"""Șancru, tuberculos, buză, Tuberculoză, verucos, cornos, de, zonă, congestiv, papilomatos, Gomă, nodozitate, hipodermic, epiderm, colicvație, fistulizare, ulcerație, neregulat, regiune, axilar, Ulcer, margine, franjurate/decolat, secreție, cazeos, murdar, buz, Lichen, scrofulos, papul, placardă, erupție, papulo-nodular, infiltrativ, Tuberculidă, papulo-necrotic, ferm, risc, ovalar, gambă, Astenie, Inapetență, mucopurulent, hemoptizie, Cașexie, Anemie"""
Tuberculoza gastro-intestinala,"""durere, greața, vărsătură, obstrucție, intestinal, Constipație, Disfagie, tuberculoză, esofagian, retrosternal, Hemoragie, gastrică/duodenal, febră, fosă, iliac, drept, Malabsorbție, colonică"""
Tuberculoza genitală,"""pelveni, anomalie, al, ciclu, menstrual, durere, abdominal, sindrom, algic, Anorexie, Obstrucție, trompă, uterine, peritubare, pelvină, perihepatic, Fitz, Atrofie, endometr, Afectare, cavitate, Asherman"""
Tuberculoza la copil,"""afectare, pulmona, renal, Afectare, coloană, vertebral, cerebral, boală, infecție, tuberculoză, congenital, pulmonar, letargie, meningita, TBC, etapă, Iritabilitate, febră, revărsa, pleural, leziune, tegumentare, Limfadenopatie, Adenopatie, Anorexie, neproductiv, obstrucție, bronșic, paralizie, hemidiafragmatic, de, înghițire, Disfagie, corze, vocal, dificultate, respirație, revărsat, durere, suferință, respiratoriu, periferic, anomalie, comportamental, nespecific, rigiditate, nucal, Paralizie, nerv, comă, senzori, mișcare, anormal, coreoatetoză, pareză, extremitățe, Decerebrare, vărsătură"""
Tuberculoza nou-născutului (tuberculoza congenitală),"""Inapetență, curbea, ponderal, letargi"""
Tuberculoza osteo-articulară,"""Astenie, Subfebrilitate, Inapetență, durere, articulație, oboseală, articular, intensifica, analgezică, mobilitate, boală, abces, abcege, roșu, fistulizare, transpirație, nocturn, distrugere, Anemie, hemoleucogramă, Limfopenie"""
Tuberculoza palpebrala,"""Congestie, piele, pleoapă, cicatrică, retractil"""
Tuberculoza pulmonara - TBC,"""striație, sanguinolent, febră, inapetența, durere, al, coloană, vertebral, astenie"""
Tuberculoza urogenitala,"""Astenie, Inapetență, poftă, de, mâncare, Paloare, Subfebrilita, febră, sânge, urină, durere, lombar, Polakiurie, diurn, Usturime, Piurie, suprapubian, fistulizare, palpabil, canal, deferent, epididim, Hidrocel, tegument, scrotal, Mucoasă, vezical, mucoasă"""
Tularemia,"""febră, durere, de, cap, muscular, articular, leziune, pruriginoasă, inflamație, tumefacție, Limfadenopatie, regional, ganglioan, alergie, vezic, puroi, Faringită, faringe, ace, exudatitu, apos, roșeață, ulcerație, punctiform, tularemie, oculoglandular, Adenopatie, preauricular, submandibular, laterocervical, orofaringian, Tonse, faringian, hipertrofiat, pseudomembran, abdominal, gastrointestinal, Greț, vărsătură, Dispnee, sever, tifoidic"""
Tulburare schizoafectiva,"""delir, halucinație, vorbire, episod, depresiv, maniacal, mixt, dispoziție"""
Tulburare schizofreniforma,"""catatonic, postură, confuzie"""
Tulburarea acută de stres,"""amorțeală, amnezie, disociativ, anxietate, iritabilitate, tulburare, de, somn, hipervigilență, nervozitate, agitație, neliniște, oboseala, durere, cap, reumatismal, simptom, gastrointestinal, concentrare, iritabilita, dificultate, dispoziție"""
Tulburarea afectiva sezoniera,"""hipersomnie, depresie, placere, de, vară, anxietate, Iritabilita, sentiment, vinovăție, oboseală, Fatigabilitate, letargi, hiperfagie, agitație"""
Tulburarea algică,"""durere, piept, Insomnie, Fatigabilita, Dizabilita, Afectare, depresie, anxietate, Hipermotilitate, gastric"""
Tulburarea alimentară pica,"""amidon, durere, abdominal, distensie, vărsătură, perforație, gastro-intestinal, parazitoză, digestiv, febră, hepatomegalie, plumb, iritabilitate, lipsă, coordonare, edem, papilar, encefalopatie, comă, colică, constipație, leziune, dentar, abraziune, fract"""
Tulburarea anxioasa datorata unei afectiuni medicale,"""anxietate, panică, infarct, boală, de, inimă, tensiune, arterial"""
Tulburarea conversiva - isteria,"""Amorțeala, Orbire, pierdere, vedere, Paralizie, coordonare, disfagie, senzație, de, nod, gât, retenție, urinar, convulsie, Distonie, fixa, Tremuri, Mioclonie, tulburare, mișcare, Sincopa, Diplopie, auz, durere"""
Tulburarea de adaptare,"""simptom, de, stres, afectare, social, dispoziție, depresiv, minor, anxietate, depresie, Afectare, comportament, nonadaptare, Insomnie, panică, Angoate, furie"""
Tulburarea de anxietate generalizata,"""agitație, oboseală, Irascibilita, gură, transpirație, respirație, îngreuna, senzație, de, nod"""
Tulburarea de depersonalizare,"""de, pierdere, vorbire, distorsionare, picior, mână, senzație, plutire"""
Tulburarea de personalitate antisocială (tulburare de personalitate sociopată),"""de, Iritabilita, remușcare, rezistență, Sociabilitate, Superficialitate, afectiv"""
Tulburarea de personalitate histrionică,"""Autodramatizare, exprimare, exagerat, Sugestibilitate, intoleranță"""
Tulburarea de personalitate schizotipală,"""tulburare, cognitiv, vorbire, vg, metaforică, stereotipă, ideație, anxietate, temere, paranoidă, eveniment, hipersensibilitate"""
Tulburarea disforica premenstruala,"""afectivita, anxietate, iritabilitate, simptom, cardinal, furie, durere, al, balonare, sentiment, de, tristețe, subiectiv, letargie, oboseală, hipersomnie, insomni, senzație"""
Tulburarea dismorfica a corpului - dismorfofobia,"""fizic, tulburare, depresiv, anxietate, panică, defect, imaginat, haină, atingere, compulsiv, piele, percepe, chirurgie, plastic, organ, genital, chelie"""
Tulburarea exploziva intermitenta,"""senzație, de, criză, mânie"""
Tulburarea mâncatului selectiv,"""aromă, senzație, de, greață, intoleranță, fobie, mâncare, accentua, oboseală, irascibilita, problemă, somn, anxietate"""
Tulburarea narcisistă de personalitate,"""emoțional, risc, nervozitate"""
Tulburarea obsesiv-compulsivă (TOC),"""anxietate, senzație, de, neliniște, tulburare, tezaurizare, compulsiv"""
Tulburarea post-traumatică de stres,"""traumă, amnezie, furie, vinovăție, emoție, de, Hipervigilență, problemă, concentrare, tulburare, somn, durere, agitație, Afectare, gând"""
Tulburarea reactiva de atasament,"""Predispoziți, boală, mișcare, stereotipa, Constipație, cronică, hipertonie, ochi, braț, fract, echimoză, Retarde, de, creștere"""
Tulburarea ritmului circadian de somn,"""somnolență, excesiva, Adormire, involuntar, Deprivare, de, somn, perturbare, Somnolență, diurn, Deteriorare, coordonare, memorie, Fatigabilitate, Indigestie"""
Tulburarea schizoidă de personalitate,
Tulburari ale controlului impulsurilor,"""sentiment, plăcere"""
Tulburarea bipolară (Boala maniaco-depresivă),"""maniacal, sentiment, de, tristețe, profund, dificultate, concentrare, eveniment, tip, delirant, apetit, alimentar, pierdere, tulburare, somn, suicidar, dispoziție, iritabilitate, agitație, euforie, senzație, bun, risc, drog, halucinație"""
Tulburari ale gustului si mirosului,"""Anosmia, Disosmie, Disgeuzie, igienă, nerv"""
Tulburari de diferentiere sexuala,"""organ, genital, extern, Malformație, congenital"""
Tulburari iluzionale,"""halucinație, Halucinație, auditiv, vizual, sensibilitată, eveniment, vorbit, boală, anosognozie, disfuncție, sindrom"""
Tulburarile ataxice,"""Ataxie, tulburare, al, coordonare, postură, Dizartrie, vorbire, neclar, Dismetrie, de, vedere, membră, Pareză, nerv, cranian, slăbiciune, boală"""
Tulburarile de conversie,"""neurologic, Tremurăt, tremor, Paralizie, slăbiciune, motoriu, hemipareză, monopareză, Afectare, văz, orbire, diplopie, auz, Convulsie, psihogen, Distonie, Sincopa, Afonie, disfonie, demență, Disfagie, tulburare, mișcare, bizar, Choree, Parkinsonism, convulsie, leziune, mialgie, cefalee, de, inconstant, simptom, paroxistic, nonobiectiv, modificare, senzorial"""
Tulburarile de motilitate intestinala,"""spasmă, paralizie, intestinal, distensie, abdominala, Constipație, Colică, abdominal, reflux, gastro-esofagian, vărsătură, greața, Indigestie, durere, sever, Inapetență, senzație, de, plenitudine, rectal, Amețeală, oboseală, fecaloid, supracolonizare, afectare, constipație, Disfagie, esofagian, retrosternal, Regurgitație, Gastropareză, gastric, malnutriție, mișcare, sindrom, intestin, iritabil, Balonare, incontinenta, fecală, Hipoxie, complicație, disfuncție, ventriculară, sting, impactare/hipoxie, Tahicardie, hipotensiune, Deshidratare, febră, arterial"""
Tulburări mineral osoase asociate bolii cronice de rinichi (Osteodistrofia renală),"""anomalie, al, calciu, fosfor, parathormon, vitamină, D, osos, mineralizare, Calcificare, vascular, țesut, moale, cardiac, pulmonar, risc, fract, Calcifilaxie, ischemie, ulcerație, cutanat"""
